record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908722028,609424109,-1361796650,1079.07,1081.8,3.9,100,151,84,0.0
908722029,609423967,-1361795940,1083.43,1081.8,3.9,100,151,83,0.0
908722030,609423681,-1361795302,1088.03,1082.0,3.91,100,151,83,0.0
908722031,609423352,-1361794706,1092.67,1082.0,3.91,100,151,83,0.0
908722032,609423021,-1361794176,1097.06,1082.0,3.9189999999999996,100,151,83,0.0
908722033,609422758,-1361793614,1101.16,1082.0,3.928,100,151,83,0.0
908722034,609422620,-1361792974,1105.12,1082.0,3.928,100,151,83,0.0
908722035,609422570,-1361792307,1109.06,1082.0,3.928,100,151,83,0.0
908722036,609422553,-1361791605,1113.19,1082.2,3.928,100,151,83,0.0
908722037,609422566,-1361790918,1117.23,1082.2,3.928,100,151,82,0.0
908722038,609422561,-1361790222,1121.32,1082.2,3.928,100,151,82,0.0
908722039,609422566,-1361789524,1125.41,1082.2,3.938,100,151,82,0.0
908722040,609422583,-1361788840,1129.43,1082.4,3.938,100,151,83,0.0
908722041,609422597,-1361788161,1133.42,1082.4,3.938,100,151,84,0.0
908722042,609422629,-1361787465,1137.53,1082.4,3.938,100,151,84,0.0
908722043,609422658,-1361786767,1141.63,1082.4,3.947,100,151,84,0.0
908722044,609422708,-1361786074,1145.73,1082.4,3.947,100,152,84,0.0
908722045,609422788,-1361785371,1149.92,1082.4,3.947,100,152,84,0.0
908722046,609422862,-1361784661,1154.15,1082.6,3.9560000000000004,100,152,84,0.0
908722047,609422911,-1361783957,1158.31,1082.6,3.9560000000000004,100,152,84,0.0
908722048,609422927,-1361783261,1162.4,1082.6,3.9560000000000004,100,152,85,0.0
908722049,609422930,-1361782577,1166.41,1082.6,3.966,100,152,85,0.0
908722050,609422922,-1361781903,1170.37,1082.6,3.966,100,152,84,0.0
908722051,609422937,-1361781246,1174.23,1082.6,3.966,100,152,84,0.0
908722052,609423010,-1361780587,1178.16,1082.6,3.966,100,152,84,0.0
908722053,609423094,-1361779921,1182.14,1082.8,3.966,100,152,84,0.0
908722054,609423211,-1361779261,1186.17,1082.6,3.966,100,152,84,0.0
908722055,609423315,-1361778566,1190.36,1082.6,3.966,100,152,84,0.0
908722056,609423338,-1361777834,1194.67,1082.6,3.966,100,152,83,0.0
908722057,609423328,-1361777123,1198.85,1082.6,3.975,100,152,83,0.0
908722058,609423212,-1361776449,1202.92,1082.6,3.975,100,152,83,0.0
908722059,609423129,-1361775799,1206.81,1082.6,3.975,100,152,83,0.0
908722060,609423062,-1361775142,1210.72,1082.6,3.975,100,152,83,0.0
908722061,609423014,-1361774461,1214.75,1082.6,3.975,100,152,84,0.0
908722062,609422968,-1361773806,1218.62,1082.6,3.975,100,152,84,0.0
908722063,609422945,-1361773147,1222.49,1082.6,3.975,100,152,84,0.0
908722064,609422921,-1361772481,1226.41,1082.6,3.975,100,152,83,0.0
908722065,609422906,-1361771832,1230.23,1082.6,3.975,100,152,83,0.0
908722066,609422924,-1361771173,1234.09,1082.6,3.975,100,152,84,0.0
908722067,609422943,-1361770512,1237.98,1082.6,3.975,100,152,84,0.0
908722068,609422968,-1361769848,1241.89,1082.6,3.975,100,152,84,0.0
908722069,609423018,-1361769147,1246.03,1082.6,3.975,100,152,84,0.0
908722070,609423066,-1361768465,1250.06,1082.6,3.975,100,152,84,0.0
908722071,609423050,-1361767807,1253.92,1082.6,3.975,100,152,84,0.0
908722072,609423035,-1361767159,1257.72,1082.6,3.975,100,152,84,0.0
908722073,609423021,-1361766535,1261.38,1082.6,3.975,100,152,84,0.0
908722074,609423005,-1361765904,1265.09,1082.6,3.975,100,152,84,0.0
908722075,609423014,-1361765285,1268.72,1082.6,3.966,100,152,84,0.0
908722076,609422990,-1361764678,1272.28,1082.6,3.966,100,152,84,0.0
908722077,609422974,-1361764054,1275.94,1082.8,3.966,100,152,84,0.0
908722078,609422956,-1361763414,1279.7,1082.8,3.9560000000000004,100,152,84,0.0
908722079,609422961,-1361762772,1283.47,1082.8,3.9560000000000004,100,152,83,0.0
908722080,609422979,-1361762111,1287.35,1083.0,3.9560000000000004,100,152,83,0.0
908722081,609422962,-1361761471,1291.1,1083.0,3.9560000000000004,100,152,83,0.0
908722082,609422982,-1361760838,1294.82,1083.0,3.947,100,152,83,0.0
908722083,609423043,-1361760230,1298.43,1083.0,3.947,100,152,84,0.0
908722084,609423072,-1361759596,1302.16,1083.0,3.947,100,152,84,0.0
